00:00.0000,0,5.548628,4.413965,-8,0,0,0,gateExit,00:04.7390,-4.738548,0,0,7
00:00.0460,0.0459203,-8.092269,0.04987538,-8,0,0,0,None,00:00.0000,0,0,0,0
00:00.0460,0.0459203,-8.092269,0.04987538,-8.046135,0.02493769,0,0,None,00:00.0000,0,0,0,0
00:00.0810,0.081415,-8.092269,0.04987538,-8.069202,0.03740653,0,0,None,00:00.0000,0,0,0,0
00:00.1160,0.1156469,-8.092269,0.04987538,-8.080736,0.04364096,0,0,None,00:00.0000,0,0,0,0
00:00.1510,0.1508568,-8.092269,0.04987538,-8.085176,0.04604178,0,0,None,00:00.0000,0,0,0,0
00:00.1830,0.1829755,-8.092269,0.04987538,-8.088722,0.04795858,0,0,None,00:00.0000,0,0,0,0
00:00.2170,0.2171785,-8.092269,0.04987538,-8.090496,0.04891698,0,0,None,00:00.0000,0,0,0,0
00:00.2550,0.2552776,-8.092269,0.04987538,-8.091382,0.04939568,0,0,None,00:00.0000,0,0,0,0
00:00.2880,0.287551,-8.092269,0.2493763,-8.091825,0.04963553,0,0,None,00:00.0000,0,0,0,0
00:00.3260,0.3262795,-7.394015,1.59601,-8.092047,0.09963083,0,0,None,00:00.0000,0,0,0,0
00:00.3680,0.3677104,-7.094763,2.144638,-8.022367,0.2469136,0,0,None,00:00.0000,0,0,0,0
00:00.4000,0.4000025,-6.546134,2.917706,-7.645847,1.071088,0,0,None,00:00.0000,0,0,0,0
00:00.4430,0.4430058,-6.296758,3.266833,-7.245617,1.794896,0,0,None,00:00.0000,0,0,0,0
00:00.4770,0.4771829,-6.147132,3.416459,-6.846,2.431114,0,0,None,00:00.0000,0,0,0,0
00:00.5140,0.5140324,-5.947631,3.541147,-6.521503,2.911317,0,0,None,00:00.0000,0,0,0,0
00:00.5630,0.5625679,-5.897755,3.591022,-6.284443,3.201294,0,0,None,00:00.0000,0,0,0,0
00:00.5970,0.5969911,-5.822943,3.591022,-6.116037,3.396159,0,0,None,00:00.0000,0,0,0,0
00:00.6340,0.634225,-5.648379,3.51621,-5.981958,3.493591,0,0,None,00:00.0000,0,0,0,0
00:00.7060,0.7062384,-5.498753,3.341646,-5.865045,3.542306,0,0,None,00:00.0000,0,0,0,0
00:00.7430,0.7431267,-5.399003,3.19202,-5.694367,3.466914,0,0,None,00:00.0000,0,0,0,0
00:00.7770,0.7769628,-5.349127,3.142145,-5.654375,3.379342,-5.4025,3.431693,gateEnter,00:00.0000,0,0,0,0
00:00.7770,0.7769628,-5.349127,3.142145,-5.654409,3.379342,0,0,None,00:00.0000,0,0,0,0
00:00.8130,0.8130327,-5.299252,3.067332,-5.636029,3.263151,0,0,None,00:00.0000,0,0,0,0
00:00.8590,0.8594813,-5.299252,3.067332,-5.563561,3.142683,0,0,triggerEnter,00:00.0000,0,-5.313561,3.142683,0
00:00.8590,0.8594813,-5.299252,3.067332,-5.553341,3.142787,0,0,None,00:00.0000,0,0,0,0
00:00.8910,0.8912601,-5.249376,3.042394,-5.436966,3.110034,0,0,None,00:00.0000,0,0,0,0
00:00.9250,0.9249648,-5.199501,3.017457,-5.343171,3.076214,-5.343172,3.365,gateExit,00:00.1480,0.1480021,0,0,0
00:00.9250,0.9249648,-5.199501,3.017457,-5.343171,3.076214,0,0,None,00:00.0000,0,0,0,0
00:00.9630,0.9625422,-5.149626,2.992518,-5.283805,3.046835,0,0,None,00:00.0000,0,0,0,0
00:01.0080,1.008184,-5,2.942643,-5.216716,3.019677,0,0,None,00:00.0000,0,0,0,0
00:01.0590,1.058987,-4.875312,2.917706,-5.145764,2.993629,0,0,None,00:00.0000,0,0,0,0
00:01.0930,1.093325,-4.750623,2.86783,-5.023006,2.955667,0,0,None,00:00.0000,0,0,0,0
00:01.1310,1.130956,-4.600997,2.518703,-4.911753,2.924218,0,0,None,00:00.0000,0,0,0,0
00:01.1710,1.170675,-4.326684,2.01995,-4.804774,2.808194,0,0,None,00:00.0000,0,0,0,0
00:01.2060,1.205708,-4.102244,1.421446,-4.628073,2.501354,0,0,None,00:00.0000,0,0,0,0
00:01.2390,1.238545,-4.102244,1.421446,-4.365158,2.061151,0,0,None,00:00.0000,0,0,0,0
00:01.2790,1.278687,-4.102244,1.421446,-4.233701,1.841049,0,0,None,00:00.0000,0,0,0,0
00:01.3130,1.313167,-4.102244,1.421446,-4.167973,1.730999,0,0,None,00:00.0000,0,0,0,0
00:01.3620,1.36217,-4.102244,1.421446,-4.154375,1.675973,-3.9025,1.692536,gateEnter,00:00.0000,0,0,0,1
00:01.3620,1.36217,-4.102244,1.421446,-4.154421,1.675973,0,0,None,00:00.0000,0,0,0,0
00:01.3950,1.395002,-4.102244,1.421446,-4.154603,1.64846,0,0,None,00:00.0000,0,0,0,0
00:01.4280,1.428347,-4.102244,0.947631,-4.154774,1.634704,0,0,None,00:00.0000,0,0,0,0
00:01.4790,1.479249,-4.25187,-1.645885,-4.154877,1.503138,0,0,None,00:00.0000,0,0,0,0
00:01.5340,1.533539,-4.127182,-2.643392,-4.190905,0.3775039,-3.91,0.377504,gateExit,00:00.1710,0.1713693,0,0,1
00:01.5340,1.533539,-4.127182,-2.643392,-4.190905,0.3775039,0,0,None,00:00.0000,0,0,0,0
00:01.5860,1.586348,-4.052369,-2.942643,-4.208919,-0.9708492,0,0,None,00:00.0000,0,0,0,0
00:01.6210,1.6211,-3.977556,-3.241895,-4.154375,-1.906871,-3.9025,-1.880024,gateEnter,00:00.0000,0,0,0,1
00:01.6210,1.6211,-3.977556,-3.241895,-4.154424,-1.906871,0,0,None,00:00.0000,0,0,0,0
00:01.6550,1.655325,-3.902743,-3.416459,-4.154649,-2.462164,0,0,None,00:00.0000,0,0,0,0
00:01.7000,1.699688,-3.902743,-3.416459,-4.053634,-2.914374,0,0,triggerEnter,00:00.0000,0,-3.803634,-2.914374,1
00:01.7000,1.699688,-3.902743,-3.416459,-4.053634,-2.914374,-3.904689,-2.633832,gateExit,00:00.0790,0.07858801,0,0,1
00:01.7000,1.699688,-3.902743,-3.416459,-4.141065,-2.914374,0,0,None,00:00.0000,0,0,0,0
00:01.7300,1.730277,-3.902743,-3.441396,-4.027867,-3.155019,-3.901501,-3.372382,gateEnter,00:00.0000,0,0,0,1
00:01.7300,1.730277,-3.902743,-3.441396,-4.027895,-3.155004,0,0,None,00:00.0000,0,0,0,0
00:01.7720,1.772449,-3.877805,-3.441396,-4.03909,-3.161376,0,0,None,00:00.0000,0,0,0,0
00:01.8110,1.811368,-3.802992,-3.316708,-4.051395,-3.169661,0,0,None,00:00.0000,0,0,0,0
00:01.8600,1.859818,-3.603491,-3.216958,-4.033672,-3.15701,0,0,None,00:00.0000,0,0,0,0
00:01.9080,1.908072,-3.478803,-3.167082,-3.954096,-3.110153,0,0,None,00:00.0000,0,0,0,0
00:01.9430,1.942644,-3.379052,-3.117207,-3.753856,-3.120524,0,0,None,00:00.0000,0,0,0,0
00:01.9840,1.983792,-3.179551,-3.092269,-3.591068,-3.120367,0,0,None,00:00.0000,0,0,0,0
00:02.0250,2.025008,-2.830424,-3.092269,-3.422716,-3.106318,-3.594492,-3.366653,gateExit,00:00.2950,0.294731,0,0,1
00:02.0250,2.025008,-2.830424,-3.092269,-3.422716,-3.106318,0,0,None,00:00.0000,0,0,0,0
00:02.0600,2.060046,-2.531172,-3.092269,-3.176445,-3.099294,0,0,None,00:00.0000,0,0,0,0
00:02.1000,2.100387,-2.406484,-3.117207,-2.916152,-3.095782,0,0,None,00:00.0000,0,0,0,0
00:02.1360,2.135707,-2.356608,-3.117207,-2.711194,-3.106494,0,0,None,00:00.0000,0,0,0,0
00:02.1820,2.181867,-2.356608,-3.117207,-2.533901,-3.111851,0,0,triggerEnter,00:00.0000,0,-2.283901,-3.111851,2
00:02.1820,2.181867,-2.356608,-3.117207,-2.533901,-3.111851,0,0,None,00:00.0000,0,0,0,0
00:02.2140,2.214361,-2.356608,-3.117207,-2.44576,-3.114513,0,0,None,00:00.0000,0,0,0,0
