00:00.0080,0.0082804,-8.092224,0.3526223,-8,0,0,0,None,00:00.0000,0,0,0,0
00:00.0140,0.0138849,-8.110308,0.5877036,-8.037071,0.1220614,0,0,None,00:00.0000,0,0,0,0
00:00.0260,0.0261029,-8.146474,1.094033,-8.064648,0.2373418,0,0,None,00:00.0000,0,0,0,0
00:00.0390,0.0389521,-8.164557,1.347197,-8.096519,0.5300634,0,0,None,00:00.0000,0,0,0,0
00:00.0500,0.0504891,-8.218806,1.925859,-8.143026,1.079623,0,0,None,00:00.0000,0,0,0,0
00:00.0610,0.0611292,-8.23689,2.21519,-8.171875,1.358075,0,0,None,00:00.0000,0,0,0,0
00:00.0720,0.0720429,-8.273056,2.504521,-8.204382,1.786633,0,0,None,00:00.0000,0,0,0,0
00:00.0830,0.0828574,-8.327306,3.028933,-8.238719,2.145577,0,0,None,00:00.0000,0,0,0,0
00:00.1090,0.108584,-8.345388,3.155515,-8.283012,2.587255,0,0,None,00:00.0000,0,0,0,0
00:00.1230,0.1225303,-8.327306,3.155515,-8.329794,3.008929,0,0,None,00:00.0000,0,0,0,0
00:00.1360,0.1364033,-8.273056,3.155515,-8.32855,3.082222,0,0,None,00:00.0000,0,0,0,0
00:00.1500,0.149694,-8.23689,3.173599,-8.300803,3.118869,0,0,None,00:00.0000,0,0,0,0
00:00.1640,0.1644707,-8.218806,3.191681,-8.257389,3.159916,0,0,None,00:00.0000,0,0,0,0
00:00.1780,0.1777164,-8.200723,3.209765,-8.238098,3.166758,0,0,None,00:00.0000,0,0,0,0
00:00.1870,0.1868247,-8.164557,3.245931,-8.228453,3.179219,0,0,None,00:00.0000,0,0,0,0
00:00.1990,0.1988447,-8.12839,3.264015,-8.214588,3.194492,0,0,None,00:00.0000,0,0,0,0
00:00.2140,0.2136302,-8.092224,3.35443,-8.158981,3.242113,0,0,None,00:00.0000,0,0,0,0
00:00.2280,0.2276303,-8.056058,3.444846,-8.125603,3.298272,0,0,None,00:00.0000,0,0,0,0
00:00.2430,0.24251,-8.056058,3.499096,-8.077965,3.399161,0,0,None,00:00.0000,0,0,0,0
00:00.2560,0.2558662,-8.037974,3.589511,-8.05797,3.476253,0,0,None,00:00.0000,0,0,0,0
00:00.2690,0.2693797,-8.019891,3.661845,-8.047972,3.532882,0,0,None,00:00.0000,0,0,0,0
00:00.2780,0.2781261,-8.019891,3.716094,-8.033932,3.588322,0,0,None,00:00.0000,0,0,0,0
00:00.2940,0.2938461,-8.001808,3.86076,-8.023401,3.670588,0,0,None,00:00.0000,0,0,0,0
00:00.3080,0.3082075,-7.947558,4.005425,-8.012605,3.738549,0,0,None,00:00.0000,0,0,0,0
00:00.3220,0.322192,-7.929476,4.077758,-7.972862,3.920623,0,0,None,00:00.0000,0,0,0,0
00:00.3360,0.3359115,-7.857143,4.186256,-7.933085,4.017273,0,0,None,00:00.0000,0,0,0,0
00:00.3490,0.3488691,-7.78481,4.25859,-7.895114,4.101765,0,0,None,00:00.0000,0,0,0,0
00:00.3620,0.3623981,-7.748643,4.276672,-7.821427,4.210342,0,0,None,00:00.0000,0,0,0,0
00:00.3760,0.3757354,-7.712477,4.294756,-7.775994,4.252549,0,0,None,00:00.0000,0,0,0,0
