00:00.0070,0.0074276,-7.965642,0.06329119,-8,0,0,0,None,00:00.0000,0,0,0,0
00:00.0160,0.0159747,-8.019891,0.2441227,-7.982821,0.0316456,0,0,None,00:00.0000,0,0,0,0
00:00.0290,0.0292646,-8.074142,0.515371,-8.001582,0.1638787,0,0,None,00:00.0000,0,0,0,0
00:00.0430,0.0432846,-8.092224,0.6600362,-8.019778,0.2582505,0,0,None,00:00.0000,0,0,0,0
00:00.0540,0.0538509,-8.12839,0.913201,-8.04696,0.3868107,0,0,None,00:00.0000,0,0,0,0
00:00.0670,0.066696,-8.12839,1.039783,-8.078634,0.5867146,0,0,None,00:00.0000,0,0,0,0
00:00.0760,0.0763218,-8.12839,1.274865,-8.103512,0.7499578,0,0,None,00:00.0000,0,0,0,0
00:00.0860,0.0860322,-8.12839,1.491863,-8.122171,1.062263,0,0,None,00:00.0000,0,0,0,0
00:00.1100,0.1100617,-8.12839,1.690778,-8.126835,1.361859,0,0,None,00:00.0000,0,0,0,0
00:00.1230,0.123287,-8.12839,1.781194,-8.127613,1.48111,0,0,None,00:00.0000,0,0,0,0
00:00.1360,0.1359798,-8.092224,1.889693,-8.128002,1.631152,0,0,None,00:00.0000,0,0,0,0
00:00.1470,0.1472892,-8.074142,1.943942,-8.119155,1.733297,0,0,None,00:00.0000,0,0,0,0
00:00.1610,0.1610041,-8.037974,2.016275,-8.080873,1.895802,0,0,None,00:00.0000,0,0,0,0
00:00.1710,0.1707095,-8.019891,2.070525,-8.059423,1.956038,0,0,None,00:00.0000,0,0,0,0
00:00.1840,0.1840403,-8.019891,2.179024,-8.039658,2.013282,0,0,None,00:00.0000,0,0,0,0
00:00.1990,0.1990664,-8.019891,2.305606,-8.024832,2.124026,0,0,None,00:00.0000,0,0,0,0
00:00.2120,0.2121191,-8.056058,2.414105,-8.022362,2.214816,0,0,None,00:00.0000,0,0,0,0
00:00.2260,0.2262267,-8.056058,2.450271,-8.030169,2.287335,0,0,None,00:00.0000,0,0,0,0
00:00.2400,0.239665,-8.037974,2.540687,-8.049585,2.400496,0,0,None,00:00.0000,0,0,0,0
00:00.2540,0.2540746,-7.965642,2.631103,-8.043779,2.470592,0,0,None,00:00.0000,0,0,0,0
00:00.2640,0.2644428,-7.911392,2.685353,-8.031836,2.523723,0,0,None,00:00.0000,0,0,0,0
00:00.2780,0.2779184,-7.766726,2.811935,-7.998739,2.577413,0,0,None,00:00.0000,0,0,0,0
00:00.2920,0.2921514,-7.730561,2.848101,-7.847334,2.735221,0,0,None,00:00.0000,0,0,0,0
00:00.3050,0.3050899,-7.603978,2.974684,-7.788947,2.791661,0,0,None,00:00.0000,0,0,0,0
00:00.3180,0.3182635,-7.495479,3.047016,-7.663783,2.915366,0,0,None,00:00.0000,0,0,0,0
00:00.3310,0.3314916,-7.405063,3.047016,-7.579631,2.981191,0,0,None,00:00.0000,0,0,0,0
00:00.3450,0.3448824,-7.278481,3.01085,-7.492347,3.014103,0,0,None,00:00.0000,0,0,0,0
00:00.3590,0.359162,-7.188065,2.974684,-7.386197,3.038788,0,0,None,00:00.0000,0,0,0,0
00:00.3720,0.3723209,-7.025317,2.866185,-7.287131,3.006736,0,0,triggerEnter,00:00.0000,0,-7.037131,3.006736,0
00:00.3720,0.3723209,-7.025317,2.866185,-7.287131,3.006736,0,0,None,00:00.0000,0,0,0,0
00:00.3820,0.3819929,-6.971067,2.811935,-7.19239,2.963585,0,0,None,00:00.0000,0,0,0,0
00:00.3910,0.3913436,-6.9349,2.739602,-7.108853,2.914885,0,0,None,00:00.0000,0,0,0,0
00:00.4150,0.4153069,-6.916817,2.649186,-7.021877,2.827244,0,0,None,00:00.0000,0,0,0,0
